activity_vector,freezing_vector,animal_name,condition
0.5263942819277606,0,astro3,cxta
0.5020698486801692,0,astro3,cxta
0.5171294119843997,0,astro3,cxta
0.5505562160771104,0,astro3,cxta
0.5238998756236736,0,astro3,cxta
0.548253174484399,0,astro3,cxta
0.5530079914813807,0,astro3,cxta
0.5168499824923573,0,astro3,cxta
0.5468952139334748,0,astro3,cxta
0.5736323984312057,0,astro3,cxta
0.5879845823915407,0,astro3,cxta
0.6074276181043973,0,astro3,cxta
0.5843557480376426,0,astro3,cxta
0.6048828121401525,0,astro3,cxta
0.6195959087007323,0,astro3,cxta
0.6464975184154558,0,astro3,cxta
0.6456002461212825,0,astro3,cxta
0.6687784590833336,0,astro3,cxta
0.6820344268544482,0,astro3,cxta
0.6484702671455889,0,astro3,cxta
0.6527406600319993,0,astro3,cxta
0.6371714063345305,0,astro3,cxta
0.6751421255676103,0,astro3,cxta
0.7074218927918259,0,astro3,cxta
0.7597245009798854,0,astro3,cxta
0.7978445279500052,0,astro3,cxta
0.787379902582486,0,astro3,cxta
0.8274197126603452,0,astro3,cxta
0.8313863964581611,0,astro3,cxta
0.8655711574926009,0,astro3,cxta
0.8658281797556546,0,astro3,cxta
0.8940423875828689,0,astro3,cxta
0.9323471605620938,0,astro3,cxta
0.9115328850181149,0,astro3,cxta
0.9303720268136706,0,astro3,cxta
0.9401027846022956,0,astro3,cxta
0.9510508071707825,0,astro3,cxta
0.9592763358233505,0,astro3,cxta
1.0121503571038735,0,astro3,cxta
1.0493963174324499,0,astro3,cxta
1.0157565718684705,0,astro3,cxta
1.065394385093491,0,astro3,cxta
1.0843288839929652,0,astro3,cxta
1.087568684120553,0,astro3,cxta
1.0888697413720874,0,astro3,cxta
1.1034158981551552,0,astro3,cxta
1.1211027828379738,0,astro3,cxta
1.1567444712985144,0,astro3,cxta
1.1767219271111362,0,astro3,cxta
1.191979433272633,0,astro3,cxta
1.1937262895226743,0,astro3,cxta
1.2432314943240859,0,astro3,cxta
1.2567037795444205,0,astro3,cxta
1.278576870096298,0,astro3,cxta
1.3003322493744411,0,astro3,cxta
1.3002238089852554,0,astro3,cxta
1.2890978165478026,0,astro3,cxta
1.3230513983316496,0,astro3,cxta
1.3694382446389604,0,astro3,cxta
